Organelle type	GenBank accession	GenBank submission date	GenBank submitter	RefSeq accession	Organism taxid	Organism common name	Organism name	Bioproject accession	Length	Topology	Gene count
Chloroplast	MZ532562.1	2021-07-09	Sichuan university	NC_063838.1	239650		Ligusticopsis brachyloba		148163	Circular	129
Chloroplast	MZ532563.1	2021-07-09	Sichuan university	NC_063839.1	943332		Ligusticopsis angelicifolia		163802	Circular	145
Chloroplast	MZ532564.1	2021-07-09	Sichuan university	NC_063840.1	239670		Rupiphila tachiroei		155455	Circular	133
Chloroplast	MZ532568.1	2021-07-09	Sichuan university	NC_063842.1	2448749		Ligusticum litangense		156918	Circular	133
Chloroplast	MZ532569.1	2021-07-09	Sichuan university	NC_063843.1	496673		Ligusticum oliverianum		148378	Circular	129
Chloroplast	MZ532572.1	2021-07-09	Sichuan university	NC_063844.1	2448752		Ligusticum nematophyllum		148608	Circular	129
Chloroplast	MZ532573.1	2021-07-09	Sichuan university	NC_063845.1	496670		Ligusticopsis daucoides		148078	Circular	129
Chloroplast	MW343457.1	2020-12-08	Dali University	NC_063850.1	1202800		Illicium simonsii		143012	Circular	120
Chloroplast	MW446188.1	2021-01-06	Kunming Institute of Botany, Chinese Academy of Sciences	NC_063900.1	2943344		Perrottetia racemosa		160025	Circular	132
Chloroplast	ON209197.1	2022-04-11	Institute of pharmacy	NC_063901.1	1424752		Callerya nitida		132442	Circular	111
Chloroplast	MW405445.1	2020-12-24	Luoyang Normal University	NC_063902.1	1499135		Gentiana atuntsiensis		144238	Circular	130
Chloroplast	MW405446.1	2020-12-24	Luoyang Normal University	NC_063903.1	49945		Gentiana frigida		143661	Circular	129
Chloroplast	MW405447.1	2020-12-24	Luoyang Normal University	NC_063904.1	1499141		Gentiana purdomii		144290	Circular	130
Chloroplast	MW415428.1	2020-12-27	Ningxia Medical University	NC_063905.1	324798		Artemisia desertorum		151094	Circular	133
Chloroplast	MW525255.1	2021-01-19	South China of Botanical Garden	NC_063907.1	2943534		Ampelocalamus sinovietnamensis		139846	Circular	130
Chloroplast	OK624421.1	2021-10-21	Shangqiu University	NC_063910.1	71595		Coelogyne flaccida		160433	Circular	132
Chloroplast	MW435404.1	2021-01-04	Guizhou University	NC_063911.1	424416		Salvia bowleyana		151508	Circular	132
Chloroplast	MW435405.1	2021-01-05	Guizhou University	NC_063912.1	640636		Salvia dabieshanensis		151330	Circular	132
Chloroplast	MW435410.1	2021-01-05	Guizhou University	NC_063913.1	2758142		Salvia subbipinnata		151388	Circular	132
Chloroplast	MW476735.1	2021-01-14	Kunming Institute of Botany	NC_063915.1	1701871		Iris atrofusca		153438	Circular	127
Chloroplast	MW476736.1	2021-01-14	Kunming Institute of Botany	NC_063916.1	1037020		Iris atropurpurea		153267	Circular	126
Chloroplast	MW476737.1	2021-01-14	Kunming Institute of Botany	NC_063917.1	1701873		Iris cedreti		153164	Circular	127
Chloroplast	MW476738.1	2021-01-14	Kunming Institute of Botany	NC_063918.1	995796		Iris haynei		153189	Circular	127
Chloroplast	MW476739.1	2021-01-14	Kunming Institute of Botany	NC_063919.1	2943444		Iris lycotis		153162	Circular	127
Chloroplast	MW476742.1	2021-01-14	Kunming Institute of Botany	NC_063920.1	1701880		Iris petrana		153493	Circular	127
Chloroplast	MW476740.1	2021-01-14	Kunming Institute of Botany	NC_063921.1	1273554		Iris mariae		153397	Circular	127
Chloroplast	MW476741.1	2021-01-14	Kunming Institute of Botany	NC_063922.1	995810		Iris nigricans		153190	Circular	127
Chloroplast	MW532083.1	2021-01-21	Guizhou Normal University	NC_063924.1	212655		Platycarya longipes		158459	Circular	133
Chloroplast	MW528215.1	2021-01-21	University of Warmia and Mazury in Olsztyn	NC_063926.1	280839		Nowellia curvifolia		114423	Circular	129
Chloroplast	OM048987.1	2021-12-27	Hunan Agricultural University	NC_063927.1	425828		Lithocarpus litseifolius		161322	Circular	131
Chloroplast	ON243876.1	2022-04-14	Guangxi Minzu University	NC_063928.1	429696		Handroanthus chrysanthus		159437	Circular	132
Chloroplast	MW574996.1	2021-02-05	Zhejiang University	NC_063929.1	538471		Carlina acaulis		153206	Circular	132
Chloroplast	MW280819.1	2020-11-19	Southern Medical University	NC_063948.1	2596667		Phedimus odontophyllus		150000	Circular	133
Chloroplast	MW280820.1	2020-11-19	Southern Medical University	NC_063949.1	2596664		Phedimus yangshanicus		150000	Circular	131
Chloroplast	MW280821.1	2020-11-19	Southern Medical University	NC_063950.1	202991		Phedimus spurius		151004	Circular	131
Chloroplast	MW582685.1	2021-02-08	Kunming Institute of Botany	NC_063952.1	160531		Cymbidium floribundum		155382	Circular	132
Chloroplast	OM912718.1	2022-03-02	Sichuan Normal University	NC_063953.1	1196459		Aster albescens		152729	Circular	134
Chloroplast	OM912719.1	2022-03-02	Sichuan Normal University	NC_063954.1	1196463		Aster argyropholis		152725	Circular	134
Chloroplast	OM912720.1	2022-03-02	Sichuan Normal University	NC_063955.1	1196485		Aster lavandulifolius		152719	Circular	134
Chloroplast	MZ292512.1	2021-05-25	College of Forestry	NC_063957.1	63068		Hemiptelea davidii		159803	Circular	131
Chloroplast	MZ292513.1	2021-05-25	College of Forestry	NC_063958.1	1357738		Ulmus castaneifolia		159924	Circular	131
Chloroplast	MZ292514.1	2021-05-25	College of Forestry	NC_063959.1	1357739		Ulmus lamellosa		160388	Circular	131
Chloroplast	MW628891.1	2021-02-18	Sichuan Agricultural University	NC_063960.1	220462		Leymus arenarius		136715	Circular	130
Chloroplast	MW628900.1	2021-02-18	Sichuan Agricultural University	NC_063961.1	183794		Leymus mollis		136065	Circular	131
Chloroplast	ON060885.1	2022-03-24	Anhui Normal University	NC_063965.1	227498		Arisaema heterophyllum		170554	Circular	130
Chloroplast	OM333155.1	2022-01-21	Shanxi Agricultural University	NC_063972.1	512270		Mimosa diplotricha		164450	Circular	122
Chloroplast	OK624216.1	2021-10-16	The University of Melbourne	NC_064013.1	323922		Spyridium cordatum		161321	Circular	133
Chloroplast	OK624225.1	2021-10-16	The University of Melbourne	NC_064014.1	2945686		Spyridium eriocephalum var. eriocephalum		161219	Circular	133
Chloroplast	OK624239.1	2021-10-16	The University of Melbourne	NC_064015.1	323961		Spyridium halmaturinum		161175	Circular	133
Chloroplast	OK624275.1	2021-10-16	The University of Melbourne	NC_064016.1	73716		Spyridium parvifolium		161202	Circular	133
Plastid	MN062349.1	2019-06-10	Baotou Medical College	NC_064050.1	392684		Salvia roborowskii		151649	Circular	133
Plastid	MN062351.1	2019-06-10	Baotou Medical College	NC_064051.1	2263221		Salvia wardii		151485	Circular	132
Plastid	MN062353.1	2019-06-10	Baotou Medical College	NC_064052.1	587673		Salvia kiangsiensis		152216	Circular	132
Plastid	MN062354.1	2019-06-10	Baotou Medical College	NC_064053.1	342064		Salvia chienii		151386	Circular	132
Plastid	MN062355.1	2019-06-10	Baotou Medical College	NC_064054.1	2263220		Salvia sonchifolia		151230	Circular	132
Chloroplast	MW689263.1	2021-03-02	Agharkar Research Institute	NC_064055.1	115717		Castanopsis sieboldii		160705	Circular	134
Chloroplast	OM891302.1	2022-03-01	Zhongkai University of Agriculture and Engineering	NC_064057.1	2945007		Bolbitis x multipinna		152437	Circular	127
Chloroplast	MW683324.1	2021-03-01	College of Life Sciences	NC_064066.1	1891300		Cremastra aphylla		157952	Circular	131
Chloroplast	MW683325.1	2021-03-01	College of Life Sciences	NC_064067.1	2945671		Bulbophyllum ningboense		151052	Circular	129
Chloroplast	MW683326.1	2021-03-01	College of Life Sciences	NC_064068.1	1541220		Calanthe hancockii		158285	Circular	134
Chloroplast	MW683327.1	2021-03-01	College of Life Sciences	NC_064069.1	2945669		Liparis luteola		156405	Circular	130
Chloroplast	MW683328.1	2021-03-01	College of Life Sciences	NC_064070.1	2945670		Liparis rostrata		153674	Circular	134
Chloroplast	MW683330.1	2021-03-01	College of Life Sciences	NC_064071.1	2497344		Odontochilus yakushimensis		147250	Circular	126
Chloroplast	MW683331.1	2021-03-01	College of Life Sciences	NC_064072.1	2761835		Rhomboda fanjingensis		153205	Circular	132
Chloroplast	OK624202.1	2021-10-16	The University of Melbourne	NC_064073.1	149376		Cryptandra amara		159991	Circular	133
Chloroplast	OK624209.1	2021-10-16	The University of Melbourne	NC_064074.1	2945652		Spyridium cinereum		161190	Circular	133
Chloroplast	OK624211.1	2021-10-16	The University of Melbourne	NC_064075.1	2945653		Spyridium coactilifolium		161048	Circular	133
Chloroplast	OK624213.1	2021-10-16	The University of Melbourne	NC_064076.1	2945654		Spyridium coalitum		161332	Circular	133
Chloroplast	OK624220.1	2021-10-16	The University of Melbourne	NC_064077.1	323975		Spyridium daltonii		161174	Circular	133
Chloroplast	OK624222.1	2021-10-16	The University of Melbourne	NC_064078.1	2945636		Spyridium daphnoides		160884	Circular	133
Chloroplast	OK624230.1	2021-10-16	The University of Melbourne	NC_064079.1	2945657		Spyridium fontis-woodii		161117	Circular	133
Chloroplast	OK624231.1	2021-10-16	The University of Melbourne	NC_064080.1	2945658		Spyridium furculentum		161167	Circular	133
Chloroplast	OK624237.1	2021-10-16	The University of Melbourne	NC_064081.1	323970		Spyridium gunnii		161236	Circular	133
Chloroplast	OK624242.1	2021-10-16	The University of Melbourne	NC_064082.1	2945637		Spyridium lawrencei		161329	Circular	133
Chloroplast	OK624244.1	2021-10-16	The University of Melbourne	NC_064083.1	2945638		Spyridium leucopogon		161118	Circular	133
Chloroplast	OK624247.1	2021-10-16	The University of Melbourne	NC_064084.1	2945639		Spyridium majoranifolium		161247	Circular	133
Chloroplast	OK624251.1	2021-10-16	The University of Melbourne	NC_064085.1	2945640		Spyridium microcephalum		161255	Circular	133
Chloroplast	OK624253.1	2021-10-16	The University of Melbourne	NC_064086.1	2945660		Spyridium minutum		161280	Circular	133
Chloroplast	OK624254.1	2021-10-16	The University of Melbourne	NC_064087.1	2945661		Spyridium montanum		161138	Circular	132
Chloroplast	OK624262.1	2021-10-16	The University of Melbourne	NC_064088.1	323963		Spyridium nitidum		160972	Circular	133
Chloroplast	OK624264.1	2021-10-16	The University of Melbourne	NC_064089.1	2945641		Spyridium obcordatum		161037	Circular	133
Chloroplast	OK624273.1	2021-10-16	The University of Melbourne	NC_064090.1	2945644		Spyridium oligocephalum		161326	Circular	133
Chloroplast	OK624283.1	2021-10-16	The University of Melbourne	NC_064091.1	2945664		Spyridium phylicoides		161210	Circular	133
Chloroplast	OK624286.1	2021-10-16	The University of Melbourne	NC_064092.1	2945646		Spyridium polycephalum		161411	Circular	133
Chloroplast	OK624290.1	2021-10-16	The University of Melbourne	NC_064093.1	2945647		Spyridium scabridum		161338	Circular	133
Chloroplast	OK624293.1	2021-10-16	The University of Melbourne	NC_064094.1	323973		Spyridium scortechinii		160870	Circular	133
Chloroplast	OK624311.1	2021-10-16	The University of Melbourne	NC_064095.1	2945648		Spyridium spadiceum		160918	Circular	133
Chloroplast	OK624320.1	2021-10-16	The University of Melbourne	NC_064096.1	323964		Spyridium subochreatum		161124	Circular	133
Chloroplast	OK624326.1	2021-10-16	The University of Melbourne	NC_064097.1	323965		Spyridium thymifolium		161126	Circular	133
Chloroplast	OK624327.1	2021-10-16	The University of Melbourne	NC_064098.1	323968		Spyridium tricolor		161181	Circular	133
Chloroplast	OK624329.1	2021-10-16	The University of Melbourne	NC_064099.1	323969		Spyridium ulicinum		161292	Circular	133
Chloroplast	OK624342.1	2021-10-16	The University of Melbourne	NC_064100.1	2945650		Spyridium villosum		161217	Circular	133
Chloroplast	OK624344.1	2021-10-16	The University of Melbourne	NC_064101.1	456994		Spyridium waterhousei		161360	Circular	133
Chloroplast	OK624346.1	2021-10-21	The University of Melbourne	NC_064102.1	323971		Spyridium burragorang		161057	Circular	133
Chloroplast	ON183350.1	2022-04-06	Yunnan Normal University	NC_064103.1	1898922		Rhamnoneuron balansae		172971	Circular	139
Chloroplast	ON000500.1	2022-03-14	Inner Mongolia University	NC_064104.1	2867398		Cymbaria daurica		151545	Circular	123
Chloroplast	ON186527.1	2022-04-08	Zhejiang Academy of Forestry	NC_064105.1	140657		Prunus maackii		158015	Circular	129
Chloroplast	ON186528.1	2022-04-08	Zhejiang Academy of Forestry	NC_064106.1	497077		Prunus schneideriana		157923	Circular	129
Chloroplast	ON186529.1	2022-04-08	Zhejiang Academy of Forestry	NC_064107.1	2740320		Prunus duclouxii		157914	Circular	129
Chloroplast	ON186530.1	2022-04-08	Zhejiang Academy of Forestry	NC_064108.1	1642870		Prunus trichantha		157758	Circular	129
Chloroplast	OM314910.1	2022-01-19	Gachon University	NC_064114.1	763061		Goodyera biflora		154375	Circular	134
Chloroplast	OM314911.1	2022-01-19	Gachon University	NC_064115.1	1795517		Goodyera henryi		154292	Circular	134
Chloroplast	OM314912.1	2022-01-19	Gachon University	NC_064116.1	78780		Goodyera pubescens		152417	Circular	134
Chloroplast	OM314915.1	2022-01-19	Gachon University	NC_064117.1	2946714		Goodyera striata		152742	Circular	134
Chloroplast	OM314917.1	2022-01-19	Gachon University	NC_064118.1	117406		Spiranthes sinensis		153954	Circular	134
Chloroplast	OL627417.1	2021-11-19	College of pharmacy	NC_064119.1	361422		Betula ovalifolia		160430	Circular	129
Chloroplast	OL627418.1	2021-11-19	College of pharmacy	NC_064120.1	216992		Betula ermanii		160500	Circular	129
Chloroplast	OL627419.1	2021-11-19	College of pharmacy	NC_064121.1	253224		Betula davurica		160486	Circular	129
Chloroplast	OL627420.1	2021-11-19	College of pharmacy	NC_064122.1	216993		Betula fruticosa		160455	Circular	129
Chloroplast	ON310895.1	2022-04-21	Xinyang Agricultural and Forestry University	NC_064123.1	74902		Allium triquetrum		153249	Circular	131
Chloroplast	MZ151339.1	2021-05-07	Northwest Institute of Plateau Biology	NC_064125.1	339780		Stemona parviflora		154552	Circular	133
Chloroplast	OM617840.1	2022-02-08	Institute of Medicinal Plant Development, Qinghai Minzu University	NC_064126.1	167922		Clerodendrum thomsoniae		151053	Circular	130
Chloroplast	OM617842.1	2022-02-08	Institute of Medicinal Plant Development, Qinghai Minzu University	NC_064127.1	199544		Isodon serra		152312	Circular	128
Chloroplast	OM617843.1	2022-02-08	Institute of Medicinal Plant Development, Qinghai Minzu University	NC_064128.1	260603		Lycopus europaeus		152085	Circular	131
Chloroplast	OM617848.1	2022-02-08	Institute of Medicinal Plant Development, Qinghai Minzu University	NC_064129.1	2831648		Swertia kouitchensis		153484	Circular	131
Chloroplast	ON065547.1	2022-03-25	Qingdao University of Science and Technology	NC_064135.1	135197		Citrus junos		160612	Circular	133
Chloroplast	ON065548.1	2022-03-25	Qingdao University of Science and Technology	NC_064136.1	1008983		Citrus keraji		160121	Circular	133
Chloroplast	ON065549.1	2022-03-25	Qingdao University of Science and Technology	NC_064137.1	1603710		Citrus madurensis		160229	Circular	133
Chloroplast	ON065550.1	2022-03-25	Qingdao University of Science and Technology	NC_064138.1	349445		Citrus mangshanensis		160262	Circular	133
Chloroplast	ON065551.1	2022-03-25	Qingdao University of Science and Technology	NC_064139.1	1008984		Citrus oto		160127	Circular	133
Chloroplast	ON065552.1	2022-03-25	Qingdao University of Science and Technology	NC_064140.1	200544		Citrus tachibana		160600	Circular	132
Chloroplast	ON065553.1	2022-03-25	Qingdao University of Science and Technology	NC_064141.1	1008982		Citrus tarogayo		160121	Circular	133
Chloroplast	ON243759.1	2022-04-13	Mianyang Teachers' College	NC_064142.1	1521127		Rubus pacificus		156255	Circular	129
Chloroplast	ON319121.1	2022-04-21	Mianyang Teachers' College	NC_064143.1	2949407		Rubus conduplicatus		155731	Circular	130
Chloroplast	ON113047.1	2022-03-29	South China Agricultural University	NC_064144.1	872337		Adiantum flabellulatum		152063	Circular	130
Chloroplast	OK094569.1	2021-09-12	Pharmacy	NC_064145.1	136296		Paphiopedilum helenae		155299	Circular	119
Chloroplast	ON206984.1	2022-04-08	Xinyang Agricultural and Forestry University	NC_064146.1	192626		Cenchrus myosuroides		138053	Circular	130
Chloroplast	ON206985.1	2022-04-08	Xinyang Agricultural and Forestry University	NC_064147.1	82245		Zephyranthes bifida		153946	Circular	131
Chloroplast	ON321899.1	2022-04-21	Universiti Malaysia Sarawak	NC_064148.1	152423		Rubroshorea macrophylla		150778	Circular	132
Chloroplast	ON227501.1	2022-04-12	Korea National Arboretum	NC_064210.1	2935096		Lespedeza tricolor		149038	Circular	128
Plastid	MW713685.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064309.1	2004559		Cycas falcata		162108	Circular	133
Plastid	MW713686.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064310.1	179184		Cycas thouarsii		161770	Circular	133
Plastid	MW713687.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064311.1	179182		Cycas micronesica		162075	Circular	133
Plastid	MW713688.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064312.1	179183		Cycas seemannii		162104	Circular	133
Plastid	MW713689.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064313.1	933404		Cycas zeylanica		161759	Circular	133
Plastid	MW713691.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064314.1	179041		Cycas edentata		162091	Circular	133
Plastid	MW713704.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064315.1	1115359		Cycas bougainvilleana		162098	Circular	133
Plastid	MW713710.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064316.1	58031		Cycas rumphii		162099	Circular	133
Plastid	MW713714.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064317.1	2949269		Cycas sainathii		161757	Circular	133
Plastid	MW713727.1	2021-03-07	Kunming Institute of Botany, Chinese Academy of Sciences	NC_064318.1	2004579		Cycas sundaica		162099	Circular	133
Chloroplast	MZ531889.1	2021-07-09	Beijing Forestry University	NC_064319.1	405848		Psilopeganum sinense		157000	Circular	133
