"Sample"	"sampleID"	"am_environment"	"ammonium_nitrogen_wt"	"ammonium_nitrogen_wt_meth"	"biotic_relationship"	"boron_hot_cacl2"	"boron_hot_cacl2_meth"	"clay"	"clay_meth"	"coarse_sand"	"coarse_sand_meth"	"collection_date"	"collection_permit"	"color"	"color_meth"	"conductivity"	"conductivity_meth"	"crop_rotation_1yr_since_present"	"crop_rotation_2yrs_since_present"	"crop_rotation_3yrs_since_present"	"crop_rotation_4yrs_since_present"	"crop_rotation_5yrs_since_present"	"database_schema_definitions_url"	"density"	"density_meth"	"depth"	"depth_lower"	"depth_upper"	"dtpa_copper"	"dtpa_copper_meth"	"dtpa_iron"	"dtpa_iron_meth"	"dtpa_manganese"	"dtpa_manganese_meth"	"dtpa_zinc"	"dtpa_zinc_meth"	"elev"	"env_broad_scale"	"env_local_scale"	"env_medium"	"exc_aluminium"	"exc_aluminium_meth"	"exc_calcium"	"exc_calcium_meth"	"exc_magnesium"	"exc_magnesium_meth"	"exc_potassium"	"exc_potassium_meth"	"exc_sodium"	"exc_sodium_meth"	"fine_sand"	"fine_sand_meth"	"fire"	"funding_agency"	"general_env_feature"	"geo_loc_name"	"gravel"	"gravel_meth"	"hyperspectral_analysis"	"hyperspectral_analysis_meth"	"lat_lon"	"latitude"	"local_class"	"local_class_meth"	"longitude"	"microbial_biomass"	"microbial_biomass_meth"	"nitrate_nitrogen"	"nitrate_nitrogen_meth"	"notes"	"nucl_acid_ext"	"organic_carbon"	"organic_carbon_meth"	"ph"	"ph_meth"	"ph_solid_h2o"	"ph_solid_h2o_meth"	"phosphorus_colwell"	"phosphorus_colwell_meth"	"potassium_colwell"	"potassium_colwell_meth"	"profile_position"	"samp_collect_device"	"samp_mat_process"	"sample_attribution"	"sample_database_file"	"sample_metadata_ingest_date"	"sample_metadata_ingest_file"	"sample_metadata_update_history"	"sample_site_location_description"	"sample_submitter"	"sample_type"	"sand"	"sand_meth"	"silt"	"silt_meth"	"slope_aspect"	"slope_gradient"	"source_mat_id"	"store_cond"	"sulphur"	"sulphur_meth"	"synonyms"	"texture"	"texture_meth"	"total_nitrogen"	"total_nitrogen_meth"	"url"	"utc_date_sampled"	"utc_time_sampled"	"vegetation_dom_grasses"	"vegetation_dom_grasses_meth"	"vegetation_dom_shrubs"	"vegetation_dom_shrubs_meth"	"vegetation_dom_trees"	"vegetation_dom_trees_meth"	"vegetation_total_cover"	"vegetation_type"	"water_content"	"water_content_soil_meth"	"bio12"	"bio1"	"et0_v3_yr"	"ai_v3_yr"	"AI"	"percent_duplicates"	"percent_gc"	"avg_sequence_length"	"percent_fails"	"total_sequences"	"AI_bin"	"Dataset"
"X12819"	12819	"Soil"	16	"meth_2.1"	"Free-living"	0.93	"meth_2.1"	NA	""	NA	""	"2013-10-30T00:00:00"	""	"GR"	""	0.108	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	1.14	"meth_2.1"	110.87	"meth_2.1"	129.47	"meth_2.1"	3.24	"meth_2.1"	56	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.134	"meth_2.1"	10.34	"meth_2.1"	2.72	"meth_2.1"	0.81	"meth_2.1"	0.26	"meth_2.1"	NA	""	""	""	"Tropical (wet)"	"Australia:Queensland [GAZ_00002792]"	"0"	"meth_2.1"	""	""	"-16.103417 145.447883"	-16.103417	"Dermosol"	"meth_2.27"	145.447883	NA	""	16	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	5.36	"meth_2.1"	4.9	"meth_2.1"	5.6	"meth_2.1"	8	"meth_2.1"	332	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"4/23/21"	"BASE_NEW_CKAN_Curated_depth_xlsx"	"soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;"	"Cape Tribulation"	""	"Soil"	NA	""	NA	""	NA	0	"102.100.100/12819"	"frozen"	12.9	"meth_2.1"	""	"2"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12819"	"10/30/13"	""	""	""	""	""	""	""	NA	"Forest"	28.9	"meth_2.1"	3102	22.73317	1736	20809	2.0809	0.680050340492883	61	150.84599449293	0	31985064	"Bin4"	"BASE"
"X12830"	12830	"Soil"	27	"meth_2.1"	"Free-living"	0.73	"meth_2.1"	28.53	"meth_2.1"	49.36	"meth_2.1"	"2013-10-29T00:00:00"	""	"BRRD"	""	0.079	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.52	"meth_2.1"	131.58	"meth_2.1"	33.68	"meth_2.1"	13.3	"meth_2.1"	1129	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	1.674	"meth_2.1"	0.68	"meth_2.1"	0.47	"meth_2.1"	0.18	"meth_2.1"	0.1	"meth_2.1"	8.34	"meth_2.1"	""	""	"Tropical (wet)"	"Australia:Queensland [GAZ_00002792]"	"15"	"meth_2.1"	""	""	"-17.092083 145.620217"	-17.092083	"Dermosol"	"meth_2.27"	145.620217	NA	""	11	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	4.08	"meth_2.1"	4.1	"meth_2.1"	4.9	"meth_2.1"	6	"meth_2.1"	69	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"4/23/21"	"BASE_NEW_CKAN_Curated_depth_xlsx"	"soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;"	"Mt Edith"	""	"Soil"	57.7	"meth_2.1"	13.76	"meth_2.1"	220	10	"102.100.100/12830"	"frozen"	12.4	"meth_2.1"	""	"1.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12830"	"10/29/13"	""	""	""	""	""	""	""	NA	"Forest"	25	"meth_2.1"	2384	19.30817	1466	19033	1.9033	0.565102759760236	61	149.756475147484	0	30883312	"Bin4"	"BASE"
"X401642"	401642	"Soil"	13	"meth_2.1"	"Free-living"	1.37	"meth_2.1"	NA	""	NA	""	"2021-12-09T00:00:00"	"SL102523"	"GRBK"	"meth_2.1"	0.058	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.43	"meth_2.1"	249.2	"meth_2.1"	1.52	"meth_2.1"	0.6	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	6.96	"meth_2.1"	0.84	"meth_2.1"	1.26	"meth_2.1"	0.24	"meth_2.1"	0.19	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-30.3214 152.9722"	-30.3214	"Chromosol"	"meth_2.27"	152.9722	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Mid slope}"	""	4.52	"meth_2.1"	4	"meth_2.1"	5	"meth_2.1"	9	"meth_2.1"	122	"meth_2.1"	"backslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Coff's Harbour"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401642"	"frozen"	6.4	"meth_2.1"	"AMI024-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401642"	"12/9/21"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1836	17.56517	1548	11935	1.1935	10.3044079401699	61	150.684474498583	9.09090909090909	30692020	"Bin4"	"BASE"
"X401608"	401608	"Soil"	2	"meth_2.1"	"Free-living"	0.34	"meth_2.1"	NA	""	NA	""	"2021-11-23T00:00:00"	"SL102523"	"BRGR"	"meth_2.1"	0.02	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.22	"meth_2.1"	113	"meth_2.1"	1.45	"meth_2.1"	0.3	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	1.49	"meth_2.1"	0.13	"meth_2.1"	0.15	"meth_2.1"	0.09	"meth_2.1"	0.07	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-33.6479 150.31919"	-33.6479	"Kandosol"	"meth_2.27"	150.31919	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Upper slope}"	""	1.62	"meth_2.1"	4.4	"meth_2.1"	5.2	"meth_2.1"	2	"meth_2.1"	37	"meth_2.1"	"shoulder"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Evans Lookout; Blue Mountains National Park; 3.5km south east of Blackheath. 7.3km north of Katoomba"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401608"	"frozen"	5.2	"meth_2.1"	"AMI007-0"	"2"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401608"	"11/23/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	1312	12.17317	1316	10272	1.0272	9.5308141405247	61	150.665104714885	9.09090909090909	29597798	"Bin4"	"BASE"
"X401650"	401650	"Soil"	12	"meth_2.1"	"Free-living"	2.28	"meth_2.1"	NA	""	NA	""	"2021-12-09T00:00:00"	"SL102523"	"GRBK"	"meth_2.1"	0.028	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.98	"meth_2.1"	144.7	"meth_2.1"	52.61	"meth_2.1"	3.9	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.06	"meth_2.1"	31.74	"meth_2.1"	7.54	"meth_2.1"	1.78	"meth_2.1"	0.14	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-30.3655 152.73093"	-30.3655	"Ferrosol"	"meth_2.27"	152.73093	NA	""	71	"meth_2.1"	"Submitted value={profile_position:Mid slope}"	""	5.69	"meth_2.1"	5.3	"meth_2.1"	5.9	"meth_2.1"	239	"meth_2.1"	674	"meth_2.1"	"backslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Dorrigo"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401650"	"frozen"	7.5	"meth_2.1"	"AMI028-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401650"	"12/9/21"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1860	15.34583	1408	13457	1.3457	10.8597000252701	63	150.67405380952	9.09090909090909	29273519	"Bin4"	"BASE"
"X401648"	401648	"Soil"	22	"meth_2.1"	"Free-living"	3.26	"meth_2.1"	NA	""	NA	""	"2021-12-09T00:00:00"	"SL102523"	"GRBK"	"meth_2.1"	0.342	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.36	"meth_2.1"	79.4	"meth_2.1"	23.56	"meth_2.1"	0.9	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	8	"meth_2.1"	10	"meth_2.1"	3.48	"meth_2.1"	0.86	"meth_2.1"	0.13	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-30.3665 152.73001"	-30.3665	"Ferrosol"	"meth_2.27"	152.73001	NA	""	127	"meth_2.1"	"Submitted value={profile_position:Mid slope}"	""	6.48	"meth_2.1"	4.2	"meth_2.1"	4.7	"meth_2.1"	400	"meth_2.1"	339	"meth_2.1"	"backslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Dorrigo"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401648"	"frozen"	15.7	"meth_2.1"	"AMI027-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401648"	"12/9/21"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1860	15.34583	1408	13457	1.3457	10.5783451938483	62	150.680265406549	9.09090909090909	28872234	"Bin4"	"BASE"
"X401600"	401600	"Soil"	6	"meth_2.1"	"Free-living"	0.29	"meth_2.1"	NA	""	NA	""	"2021-11-22T00:00:00"	"SL102523"	"BRYW"	"meth_2.1"	0.02	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.27	"meth_2.1"	83.8	"meth_2.1"	1.62	"meth_2.1"	0.24	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.95	"meth_2.1"	0.15	"meth_2.1"	0.12	"meth_2.1"	0.08	"meth_2.1"	0.03	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"5"	"meth_2.1"	""	""	"-33.5788 150.36462"	-33.5788	"Kandosol"	"meth_2.27"	150.36462	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Upper slope}"	""	1.1	"meth_2.1"	4.5	"meth_2.1"	5.1	"meth_2.1"	1e-10	"meth_2.1"	38	"meth_2.1"	"shoulder"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Mt Banks; Blue Mountains National Park. 11.3km south east of Bell. 15.7km north north east of Katoomba"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401600"	"frozen"	4.8	"meth_2.1"	"AMI003-0"	"1.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401600"	"11/22/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	1260	12.51567	1342	9487	0.9487	10.371576070744	62	150.676925758294	9.09090909090909	28596164	"Bin4"	"BASE"
"X401632"	401632	"Soil"	16	"meth_2.1"	"Free-living"	2.32	"meth_2.1"	NA	""	NA	""	"2021-12-07T00:00:00"	"SL102523"	"GRBR"	"meth_2.1"	0.172	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	1.18	"meth_2.1"	75.8	"meth_2.1"	40.22	"meth_2.1"	1.58	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	3.94	"meth_2.1"	2.84	"meth_2.1"	1.44	"meth_2.1"	0.66	"meth_2.1"	0.09	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-32.1227 151.68166"	-32.1227	"Dermosol"	"meth_2.27"	151.68166	NA	""	60	"meth_2.1"	"Submitted value={profile_position:Mid slope}"	""	4.97	"meth_2.1"	4.6	"meth_2.1"	5.2	"meth_2.1"	27	"meth_2.1"	309	"meth_2.1"	"backslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Barrington Tops"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401632"	"frozen"	11	"meth_2.1"	"AMI019-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401632"	"12/7/21"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1359	14.15883	1339	10348	1.0348	11.266329962238	62	150.673330838864	9.09090909090909	27345832	"Bin4"	"BASE"
"X401618"	401618	"Soil"	9	"meth_2.1"	"Free-living"	1.42	"meth_2.1"	NA	""	NA	""	"2021-11-30T00:00:00"	"SL102523"	"DKGR"	"meth_2.1"	0.189	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	2.71	"meth_2.1"	81.2	"meth_2.1"	83.49	"meth_2.1"	11.56	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.06	"meth_2.1"	12.78	"meth_2.1"	4.56	"meth_2.1"	0.81	"meth_2.1"	0.14	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"5"	"meth_2.1"	""	""	"-34.4036 150.84111"	-34.4036	"Kandosol"	"meth_2.27"	150.84111	NA	""	61	"meth_2.1"	"Submitted value={profile_position:Lower slope}"	""	4.05	"meth_2.1"	5.2	"meth_2.1"	5.9	"meth_2.1"	45	"meth_2.1"	355	"meth_2.1"	"footslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Wollongong"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401618"	"frozen"	11.8	"meth_2.1"	"AMI012-0"	"2"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401618"	"11/30/21"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1401	16.11083	1440	9842	0.9842	10.0759665991435	63	150.659662702819	9.09090909090909	25880916	"Bin4"	"BASE"
"X401644"	401644	"Soil"	31	"meth_2.1"	"Free-living"	2.26	"meth_2.1"	NA	""	NA	""	"2021-12-09T00:00:00"	"SL102523"	"BRYW"	"meth_2.1"	0.1	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.32	"meth_2.1"	268.5	"meth_2.1"	2.45	"meth_2.1"	0.7	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	7.7	"meth_2.1"	1.1	"meth_2.1"	0.82	"meth_2.1"	0.28	"meth_2.1"	0.18	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-30.361 152.79508"	-30.361	"Tenosol"	"meth_2.27"	152.79508	NA	""	9	"meth_2.1"	"Submitted value={profile_position:Mid slope}"	""	4.72	"meth_2.1"	3.8	"meth_2.1"	4.6	"meth_2.1"	13	"meth_2.1"	122	"meth_2.1"	"backslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Dorrigo"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401644"	"frozen"	13.9	"meth_2.1"	"AMI025-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401644"	"12/9/21"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1924	15.05817	1383	14236	1.4236	10.4108152267248	60	150.695671820607	9.09090909090909	25502686	"Bin4"	"BASE"
"X14187"	14187	"Soil"	12	"meth_2.1"	"Free-living"	2.09	"meth_2.1"	21.58	"meth_2.1"	18.23	"meth_2.1"	"2015-01-31T00:00:00"	""	"GR"	""	0.187	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	1.81	"meth_2.1"	552.67	"meth_2.1"	6.52	"meth_2.1"	27.81	"meth_2.1"	244	"1 Conservation and Natural Environments"	"1.1.6 Protected landscape"	"Soil [ENVO_00001998]"	1.458	"meth_2.1"	2.22	"meth_2.1"	3.36	"meth_2.1"	0.44	"meth_2.1"	0.75	"meth_2.1"	38.52	"meth_2.1"	""	""	"Temperate"	"Australia:Tasmania [GAZ_00007396]"	"75"	"meth_2.1"	""	""	"-41.58365 145.09314"	-41.58365	"Dermosol"	"meth_2.27"	145.09314	NA	""	1	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	5.4	"meth_2.1"	3.4	"meth_2.1"	4.3	"meth_2.1"	11	"meth_2.1"	194	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"4/23/21"	"BASE_NEW_CKAN_Curated_depth_xlsx"	"soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;"	"Pieman River"	""	"Soil"	56.75	"meth_2.1"	21.67	"meth_2.1"	NA	3	"102.100.100/14187"	"frozen"	39.5	"meth_2.1"	""	"1"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/14187"	"1/31/15"	""	""	""	""	""	""	""	NA	"Shrubland"	NA	""	1627	11.5465	1086	15669	1.5669	0.531318116246396	61	149.987925732196	0	20366618	"Bin4"	"BASE"
"X14185"	14185	"Soil"	8	"meth_2.1"	"Free-living"	1.92	"meth_2.1"	23.05	"meth_2.1"	26.18	"meth_2.1"	"2015-01-29T00:00:00"	""	"DKBR"	""	0.522	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	5.02	"meth_2.1"	1018.95	"meth_2.1"	5.18	"meth_2.1"	37.65	"meth_2.1"	16	"1 Conservation and Natural Environments"	"1.1.6 Protected landscape"	"Soil [ENVO_00001998]"	0.573	"meth_2.1"	14.84	"meth_2.1"	10.79	"meth_2.1"	0.77	"meth_2.1"	1.71	"meth_2.1"	33.41	"meth_2.1"	""	""	"Temperate"	"Australia:Tasmania [GAZ_00007396]"	"5"	"meth_2.1"	""	""	"-41.65563 145.08186"	-41.65563	"Dermosol"	"meth_2.27"	145.08186	NA	""	1e-10	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	5	"meth_2.1"	3.9	"meth_2.1"	4.6	"meth_2.1"	62	"meth_2.1"	307	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"4/23/21"	"BASE_NEW_CKAN_Curated_depth_xlsx"	"soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;"	"Pieman River"	""	"Soil"	59.59	"meth_2.1"	17.36	"meth_2.1"	NA	0	"102.100.100/14185"	"frozen"	50.6	"meth_2.1"	""	"2"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/14185"	"1/29/15"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1512	11.8795	1116	13180	1.318	0.373868061987153	59	149.983371067195	9.09090909090909	20230282	"Bin4"	"BASE"
