layers	Brady_Reference	GCA_004212675_1	GCA_024199845_1	GCA_900099825_1	Brady_401573_Strain_1	Brady_401616_Strain_1	Brady_401656_Strain_2	Brady_401558_Strain_2	Brady_138538_Strain_2	Brady_401554_Strain_1	Brady_401652_Strain_2	GCA_000938255_1	Brady_401658_Strain_2	Brady_401558_Strain_1	Brady_401652_Strain_1	Brady_401564_Strain_2	GCA_011058295_1	GCA_900011245_1	GCA_001693485_1	Brady_12816_Strain_1	GCA_018130215_1	Brady_401600_Strain_2	Brady_401595_Strain_2	GCA_030435535_1	GCA_000473125_1	GCA_946415105_1	Brady_401588_Strain_2	GCA_018130385_1	Brady_401606_Strain_1	GCA_003020115_1	GCA_900129675_1	Brady_401566_Strain_1	GCA_031202265_1	GCA_016616425_1	GCA_027594865_1	GCA_018398895_1	Brady_401556_Strain_2	GCA_900104755_1	Brady_401660_Strain_1	Brady_401552_Strain_1	GCA_900142345_1	Brady_401548_Strain_2	GCA_029714945_1	GCA_015624505_1	GCA_001440415_1	GCA_000472925_1	Brady_401568_Strain_2	Brady_401557_Strain_2	GCA_936928535_1	GCA_023073735_1	GCA_006519655_1	GCA_008123425_1	Brady_401589_Strain_2	Brady_401600_Strain_1	GCA_003476535_1	GCA_029714305_1	GCA_018130795_1	GCA_030378205_1	Brady_401580_Strain_2	GCA_018130565_1	Brady_401568_Strain_1	GCA_000472425_1	Brady_401595_Strain_1	Brady_401593_Strain_2	Brady_401592_Strain_1	GCA_016907215_1	GCA_900142985_1	GCA_017614905_1	GCA_003062295_1	Brady_401563_Strain_2	Brady_401564_Strain_1	GCA_019455395_1	Brady_401632_Strain_1	Brady_401577_Strain_2	GCA_023073935_1	GCA_020329485_1	GCA_002108805_1	GCA_018131185_1	Brady_401550_Strain_2	GCA_000472385_1	GCA_900141755_1	Brady_401583_Strain_2	Brady_401560_Strain_2	GCA_003476565_1	GCA_016031625_1	GCA_000472645_1	GCA_015291625_1	GCA_018129725_1	Brady_401560_Strain_1	Brady_401554_Strain_2	Brady_401550_Strain_1	Brady_401571_Strain_1	Brady_401624_Strain_2	GCA_021052265_1	Brady_401658_Strain_1	GCA_029761915_1	GCA_001593325_1	Brady_401561_Strain_1	GCA_023073095_1	GCA_001908185_1	Brady_401552_Strain_2	GCA_900129425_1	GCA_022012435_1	GCA_029714405_1	GCA_023073035_1	Brady_401648_Strain_1	Brady_401586_Strain_2	GCA_023074095_1	Brady_401566_Strain_2	Brady_7085_Strain_2	Brady_401556_Strain_1	Brady_7085_Strain_1	GCA_023073475_1	Brady_401583_Strain_1	GCA_016616235_1	Brady_401567_Strain_2	Brady_401569_Strain_2	GCA_900109945_1	Brady_401580_Strain_1	Brady_401553_Strain_2	Brady_401581_Strain_1	Brady_401594_Strain_1	GCA_000518345_1	Brady_401576_Strain_1	GCA_004634465_1	Brady_401591_Strain_1	Brady_401582_Strain_1	GCA_019972155_1	Brady_401592_Strain_2	GCA_000938285_1	GCA_018398875_1	Brady_401577_Strain_1	GCA_023100945_1	Brady_401576_Strain_2	Brady_401570_Strain_1	Brady_401567_Strain_1	GCA_009766005_1	Brady_401656_Strain_1	Brady_401614_Strain_1	GCA_014844175_1	Brady_401557_Strain_1	Brady_401588_Strain_1	Brady_401553_Strain_1	Brady_401660_Strain_2	GCA_001440475_1	Brady_401589_Strain_1	GCA_018130785_1	Brady_401586_Strain_1	Brady_401569_Strain_1	Brady_401640_Strain_1	Brady_401636_Strain_1	Brady_401636_Strain_2	Brady_401593_Strain_1	Brady_138538_Strain_1	Brady_401582_Strain_2	Brady_7083_Strain_2	GCA_900129505_1	GCA_023072905_1	Brady_7083_Strain_1	Brady_401561_Strain_2	Brady_401608_Strain_1	Brady_401579_Strain_1	GCA_001440035_1	GCA_023073875_1	GCA_013114825_1	GCA_016031635_1	Brady_401548_Strain_1	Brady_401604_Strain_1	GCA_018130735_1	GCA_900011265_1	GCA_016612535_1	GCA_021052305_1	Brady_401608_Strain_2	Brady_401624_Strain_1	GCA_013114835_1	GCA_000465325_1	Brady_401594_Strain_2	Brady_401563_Strain_1	GCA_018130685_1	GCA_015291565_1	GCA_024199945_1
GCA_030435535_1	0.894283	0.820179	0.873483	0.819862	0.879719	0.87875	0.85982	0.855041	0.859585	0.885636	0.856202	0.879794	0.855834	0.886611	0.88193	0.857841	0.82621	0.872282	0.816724	0.878413	0.825751	0.85782	0.858684	1.0	0.881276	0.828782	0.856202	0.817191	0.87976	0.872757	0.815997	0.884528	0.816318	0.871298	0.881415	0.81294	0.85409	0.820038	0.887343	0.889348	0.819961	0.855057	0.897357	0.884404	0.814115	0.854225	0.857055	0.85613	0.895144	0.869576	0.880828	0.895065	0.85581	0.883728	0.829794	0.819875	0.880163	0.823785	0.855265	0.873897	0.882612	0.816161	0.887327	0.854583	0.887937	0.870084	0.804696	0.81943	0.817455	0.858105	0.885042	0.893548	0.879206	0.854017	0.868948	0.817933	0.869236	0.872049	0.855714	0.807303	0.809196	0.85626	0.856245	0.829897	0.871657	0.880933	0.82899	0.828316	0.889461	0.856387	0.8922	0.880689	0.854491	0.881712	0.89226	0.864791	0.871923	0.884609	0.872083	0.87596	0.855019	0.806272	0.911901	0.849884	0.872469	0.879137	0.856864	0.868567	0.857899	0.852131	0.886218	0.887772	0.868315	0.884989	0.877667	0.856602	0.857368	0.879747	0.884754	0.858484	0.882059	0.888579	0.872505	0.883521	0.880569	0.881893	0.882776	0.827214	0.854986	0.879775	0.813662	0.888624	0.817083	0.85792	0.880115	0.891432	0.810032	0.889177	0.880062	0.880826	0.884633	0.883306	0.885404	0.856755	0.818025	0.886456	0.879589	0.887638	0.883514	0.87988	0.883769	0.85559	0.883174	0.886302	0.856705	0.852514	0.814776	0.86954	0.890244	0.856327	0.879367	0.881438	0.891668	0.868864	0.812936	0.872129	0.889826	0.879636	0.879464	0.880986	0.886458	0.869644	0.856008	0.888783	0.815977	0.829584	0.857021	0.883594	0.874424	0.829947	0.897806
GCA_031202265_1	0.816494	0.828515	0.816051	0.852879	0.836215	0.844207	0.811126	0.813053	0.810546	0.837333	0.815976	0.819019	0.815173	0.84162	0.843211	0.812943	0.830074	0.815749	0.839381	0.833438	0.826897	0.812302	0.811999	0.815748	0.818542	0.830157	0.813998	0.845922	0.845397	0.818117	0.941619	0.841193	1.0	0.816876	0.818832	0.836689	0.813297	0.852683	0.842259	0.841301	0.852482	0.815109	0.815682	0.819457	0.837482	0.814935	0.812248	0.814569	0.813613	0.814929	0.818367	0.816512	0.81309	0.842526	0.830354	0.834761	0.819006	0.822987	0.811653	0.818355	0.84083	0.81245	0.838928	0.812841	0.841691	0.815639	0.809451	0.827976	0.844852	0.814841	0.842466	0.816159	0.845293	0.813826	0.814976	0.826184	0.81546	0.815051	0.815567	0.808099	0.834812	0.812493	0.814847	0.832833	0.817399	0.819763	0.830199	0.830653	0.843229	0.811298	0.840439	0.838588	0.814258	0.81882	0.841377	0.816245	0.816229	0.839781	0.817279	0.816668	0.813017	0.834818	0.814266	0.815052	0.818389	0.836866	0.813633	0.814353	0.812446	0.815535	0.84173	0.844805	0.814742	0.84249	0.816959	0.813201	0.812153	0.817785	0.839461	0.813875	0.842108	0.840703	0.817032	0.839326	0.81779	0.839342	0.837668	0.830174	0.81261	0.817787	0.837458	0.841434	0.844011	0.811879	0.836623	0.841187	0.829757	0.837312	0.842683	0.818041	0.842331	0.841781	0.841489	0.815112	0.839786	0.840386	0.818402	0.84042	0.83816	0.840992	0.841771	0.813593	0.84229	0.837408	0.811482	0.816541	0.837588	0.816779	0.845199	0.811151	0.845545	0.838528	0.816576	0.814638	0.836949	0.81692	0.841213	0.845514	0.819292	0.819372	0.815289	0.815824	0.815649	0.842782	0.836077	0.831604	0.813815	0.843256	0.818889	0.832782	0.816756
GCA_900011245_1	0.876299	0.819218	0.881118	0.819976	0.867377	0.869344	0.84673	0.846392	0.849658	0.875677	0.847744	0.879322	0.847744	0.880081	0.875418	0.843606	0.826674	1.0	0.815206	0.869604	0.822159	0.843834	0.845241	0.872417	0.883449	0.827971	0.84856	0.817052	0.867422	0.941846	0.817183	0.872926	0.817263	0.878107	0.888705	0.812421	0.845859	0.819493	0.880526	0.878944	0.819393	0.848275	0.876612	0.877599	0.813701	0.854043	0.844028	0.84757	0.868359	0.87747	0.88298	0.875948	0.845792	0.870955	0.826372	0.818619	0.889067	0.823054	0.844201	0.880492	0.872078	0.814098	0.87518	0.844475	0.877193	0.94296	0.803061	0.819581	0.816754	0.843375	0.873309	0.868514	0.868067	0.844533	0.878744	0.817356	0.943248	0.880079	0.848918	0.806866	0.809537	0.84438	0.846113	0.826507	0.875265	0.890386	0.827123	0.828203	0.880966	0.844602	0.885633	0.868597	0.844225	0.88294	0.885065	0.867035	0.87731	0.873089	0.942707	0.878722	0.843726	0.807213	0.869308	0.850693	0.943224	0.869302	0.847448	0.878617	0.844444	0.843057	0.878563	0.879829	0.878258	0.875622	0.8799	0.845172	0.843891	0.885283	0.873837	0.851359	0.873178	0.876862	0.943803	0.872098	0.889244	0.870852	0.872413	0.826308	0.843321	0.879781	0.813721	0.879083	0.817583	0.844233	0.868269	0.880101	0.809824	0.876543	0.869157	0.881749	0.877798	0.876827	0.879905	0.848605	0.818408	0.877988	0.888432	0.879446	0.872695	0.869107	0.874285	0.843696	0.874472	0.876784	0.845753	0.848206	0.814761	0.942738	0.886115	0.843241	0.868498	0.86757	0.868047	0.877924	0.812318	0.879109	0.882951	0.868831	0.889218	0.889231	0.875117	0.943911	0.843548	0.879652	0.81439	0.825554	0.845023	0.871248	0.879842	0.829303	0.876715
GCA_900011265_1	0.883768	0.823729	0.887896	0.822814	0.874043	0.877165	0.853921	0.857314	0.854684	0.882786	0.859944	0.8843	0.854919	0.888958	0.88534	0.85106	0.828968	0.888202	0.817566	0.876692	0.826746	0.85058	0.853271	0.879423	0.89371	0.829822	0.857811	0.821479	0.872822	0.891003	0.819308	0.879387	0.81905	0.881724	0.901402	0.816458	0.85585	0.822916	0.886177	0.884806	0.823451	0.8606	0.88502	0.883401	0.817267	0.857332	0.851221	0.862821	0.87549	0.882728	0.894123	0.885099	0.854413	0.87657	0.830437	0.822736	0.953569	0.824729	0.851252	0.88707	0.877638	0.817002	0.881985	0.856543	0.885076	0.888307	0.805026	0.822849	0.81799	0.850428	0.880262	0.876067	0.875169	0.850305	0.882423	0.821723	0.887054	0.884259	0.859507	0.809171	0.811051	0.854992	0.855397	0.830401	0.881331	0.899758	0.830663	0.830478	0.888676	0.852645	0.896035	0.875996	0.850578	0.894155	0.892094	0.871254	0.88214	0.880005	0.889463	0.887719	0.850394	0.808497	0.875894	0.855256	0.889114	0.876103	0.860358	0.883614	0.852306	0.849191	0.888227	0.885727	0.883643	0.88494	0.886639	0.852701	0.851828	0.894501	0.880814	0.862669	0.882048	0.882291	0.888493	0.878023	0.97342	0.876969	0.879013	0.829073	0.851027	0.884499	0.816768	0.884978	0.819831	0.851083	0.873707	0.886649	0.810217	0.883989	0.876748	0.892284	0.891905	0.884922	0.889705	0.855621	0.820857	0.884047	0.928673	0.890029	0.878033	0.875562	0.880358	0.850743	0.884494	0.88069	0.85217	0.853253	0.817162	0.88833	0.890528	0.849857	0.874198	0.874154	0.875791	0.883538	0.815091	0.882771	0.895019	0.875302	0.95338	0.999989	0.880792	0.888183	0.850204	0.886327	0.818239	0.831265	0.851645	0.877482	0.88705	0.832078	0.885616
GCA_900099825_1	0.818062	0.828619	0.818822	1.0	0.83819	0.846883	0.812164	0.81544	0.811075	0.840515	0.816707	0.820098	0.817863	0.844763	0.847818	0.813371	0.834975	0.818947	0.846385	0.83437	0.82961	0.814599	0.812837	0.818373	0.82228	0.835003	0.816874	0.85369	0.845845	0.819156	0.853105	0.843267	0.85329	0.818273	0.822048	0.843252	0.814493	0.999995	0.847504	0.843287	0.994526	0.816108	0.819988	0.820162	0.844186	0.818695	0.813051	0.815967	0.81621	0.817814	0.821157	0.818951	0.813889	0.84329	0.834294	0.843168	0.821925	0.824955	0.813246	0.821118	0.84306	0.811369	0.841699	0.814153	0.844218	0.818584	0.811089	0.827876	0.853124	0.813795	0.843008	0.817934	0.846783	0.814325	0.817344	0.825303	0.818346	0.818977	0.81683	0.808324	0.827946	0.81615	0.817126	0.83526	0.820325	0.823322	0.834815	0.834701	0.845926	0.811915	0.844344	0.84291	0.81648	0.821901	0.846862	0.818661	0.819416	0.842699	0.81984	0.818946	0.813937	0.828365	0.815897	0.816056	0.820072	0.83944	0.815644	0.816491	0.81219	0.816462	0.844172	0.846227	0.81665	0.845699	0.820325	0.814109	0.812472	0.81959	0.842746	0.818083	0.845821	0.843392	0.8184	0.841164	0.82143	0.841928	0.840106	0.832579	0.814298	0.819936	0.844879	0.84456	0.852975	0.811292	0.838973	0.843818	0.828424	0.840474	0.846681	0.821309	0.844565	0.845671	0.847089	0.816735	0.847273	0.843437	0.820286	0.843641	0.842428	0.841338	0.844693	0.814792	0.845385	0.840371	0.81324	0.81727	0.833866	0.818835	0.848243	0.812974	0.847543	0.841037	0.818184	0.816915	0.844581	0.819474	0.846121	0.847161	0.822064	0.822488	0.81755	0.818571	0.816008	0.845704	0.843061	0.834065	0.812941	0.845091	0.820743	0.834762	0.820101
GCA_900104755_1	0.818103	0.827033	0.81871	0.999979	0.838145	0.847114	0.812286	0.816682	0.811585	0.841884	0.817666	0.820207	0.817057	0.845422	0.847594	0.813149	0.833682	0.819298	0.847083	0.835601	0.829889	0.814106	0.812559	0.819189	0.821169	0.835729	0.816399	0.85331	0.84598	0.819767	0.853425	0.843663	0.853459	0.817743	0.822328	0.844572	0.814286	1.0	0.846129	0.843288	0.994402	0.815729	0.820049	0.820356	0.844539	0.819066	0.813117	0.81607	0.81718	0.817563	0.821231	0.818753	0.813918	0.844332	0.834535	0.843937	0.822342	0.825131	0.813817	0.821787	0.843564	0.811896	0.841323	0.812769	0.844726	0.818426	0.812281	0.827461	0.852142	0.815147	0.843725	0.817767	0.845909	0.814463	0.817659	0.824407	0.817966	0.819441	0.817241	0.807745	0.828503	0.816102	0.81578	0.835119	0.821199	0.823374	0.835187	0.83391	0.845756	0.811833	0.844931	0.841912	0.816305	0.820984	0.846491	0.820482	0.820076	0.842407	0.81961	0.818641	0.814002	0.828344	0.816022	0.816079	0.819631	0.839567	0.815066	0.81799	0.813138	0.816608	0.843752	0.84701	0.817873	0.845713	0.820659	0.814366	0.813268	0.819199	0.842052	0.817192	0.847163	0.84454	0.81825	0.842248	0.822219	0.84265	0.839537	0.833551	0.814466	0.819607	0.84441	0.844275	0.852974	0.811318	0.839108	0.843895	0.828795	0.840726	0.845977	0.820933	0.845676	0.845486	0.847112	0.818022	0.848706	0.843836	0.821931	0.842609	0.84183	0.842624	0.844883	0.814518	0.845097	0.841014	0.812257	0.817664	0.832888	0.818634	0.849623	0.812915	0.846832	0.840922	0.817678	0.81818	0.846403	0.819422	0.846259	0.846322	0.822696	0.822135	0.817623	0.819352	0.816089	0.846081	0.842071	0.8337	0.812877	0.845678	0.821408	0.835443	0.820714
GCA_900109945_1	0.882855	0.820923	0.881797	0.820162	0.871618	0.87491	0.851466	0.851222	0.854532	0.879918	0.85202	0.884991	0.85272	0.883733	0.878154	0.848544	0.826977	0.884819	0.814659	0.872704	0.821746	0.849235	0.851547	0.879807	0.890239	0.82739	0.852511	0.819214	0.871012	0.886807	0.817271	0.876632	0.817065	0.87697	0.895335	0.812769	0.849907	0.820028	0.882639	0.882169	0.820439	0.852227	0.883923	0.883252	0.813742	0.855481	0.848829	0.852233	0.874309	0.876515	0.889902	0.886283	0.851155	0.874898	0.827682	0.819811	0.893945	0.821543	0.850139	0.880073	0.875541	0.814047	0.880209	0.848409	0.881463	0.883565	0.803085	0.819909	0.816997	0.848472	0.877271	0.87511	0.87262	0.848103	0.875871	0.817816	0.883541	0.878499	0.852779	0.80598	0.809352	0.849448	0.850494	0.826977	0.876478	0.894777	0.826854	0.826602	0.883835	0.85019	0.888696	0.872918	0.849199	0.889883	0.888237	0.867508	0.876561	0.877131	0.884728	0.883132	0.848383	0.807024	0.875552	0.851385	0.884906	0.873209	0.852911	0.875732	0.849092	0.847885	0.882462	0.883014	0.875426	0.878782	0.884588	0.850171	0.849141	1.0	0.878269	0.854673	0.876317	0.879944	0.884551	0.875023	0.894092	0.874703	0.876431	0.825649	0.848082	0.88461	0.812805	0.882565	0.817848	0.8495	0.871598	0.884232	0.809087	0.881029	0.872433	0.889082	0.881914	0.879669	0.882099	0.851123	0.81906	0.882148	0.892766	0.882774	0.875861	0.872132	0.877026	0.848161	0.877438	0.880472	0.849682	0.853229	0.814679	0.883518	0.890418	0.847282	0.875368	0.873056	0.874085	0.876092	0.813214	0.877858	0.886708	0.873058	0.893934	0.894382	0.883393	0.883885	0.851545	0.883623	0.815057	0.827427	0.849551	0.875707	0.879773	0.827994	0.884413
GCA_900129425_1	0.806104	0.812744	0.805911	0.828822	0.827431	0.828386	0.804267	0.805139	0.803584	0.827901	0.80598	0.807811	0.807692	0.830723	0.830197	0.807768	0.813589	0.80656	0.817787	0.824174	0.810953	0.809791	0.805104	0.805384	0.809739	0.814004	0.806554	0.823425	0.841814	0.807935	0.83486	0.832214	0.834145	0.807669	0.809176	0.815933	0.805584	0.830047	0.8312	0.831174	0.830106	0.806864	0.807702	0.807076	0.815479	0.806557	0.80923	0.805318	0.805011	0.806035	0.810056	0.806361	0.80667	0.835216	0.814516	0.816129	0.809569	0.816325	0.804791	0.809349	0.833849	0.805661	0.829072	0.805881	0.831153	0.807297	0.810006	0.812547	0.822033	0.810331	0.832057	0.807044	0.832781	0.806247	0.805917	0.812317	0.806816	0.807178	0.805559	0.80489	0.841551	0.804594	0.807377	0.814792	0.808003	0.809389	0.815624	0.815126	0.830103	0.80409	0.829076	0.829137	0.809351	0.809571	0.830134	0.808402	0.806551	0.830149	0.807581	0.806729	0.806562	1.0	0.804692	0.804675	0.806943	0.826417	0.807358	0.805468	0.807459	0.810891	0.829519	0.835298	0.805386	0.830654	0.809176	0.809668	0.804756	0.807345	0.829502	0.806378	0.829544	0.830732	0.807907	0.831736	0.807654	0.830366	0.827829	0.813762	0.805415	0.807308	0.816306	0.830459	0.8215	0.805157	0.828303	0.834415	0.829544	0.82811	0.829602	0.809377	0.829028	0.830053	0.829863	0.807094	0.817295	0.830049	0.80729	0.829128	0.829142	0.831512	0.831102	0.806714	0.829568	0.827109	0.804053	0.81028	0.844028	0.806704	0.836366	0.805267	0.838375	0.830431	0.80702	0.804812	0.816285	0.807807	0.83129	0.840865	0.807929	0.809069	0.805509	0.80732	0.81125	0.83234	0.814393	0.814322	0.807455	0.834936	0.80806	0.815793	0.807372
GCA_900129505_1	0.813504	0.819886	0.813176	0.834013	0.833768	0.834785	0.808349	0.809768	0.80943	0.836263	0.810292	0.815428	0.81169	0.838235	0.837587	0.811516	0.82093	0.814345	0.823189	0.831059	0.819286	0.811828	0.80934	0.814371	0.816883	0.822316	0.809354	0.828657	0.845389	0.815242	0.836945	0.839818	0.836849	0.813565	0.817438	0.821713	0.809067	0.833956	0.837197	0.838189	0.832948	0.810501	0.815129	0.81651	0.821285	0.813875	0.811343	0.809199	0.811799	0.812276	0.816074	0.813854	0.810931	0.841378	0.821047	0.824087	0.815915	0.823475	0.809766	0.815975	0.840284	0.810852	0.836184	0.809169	0.837793	0.814283	0.812274	0.820346	0.826006	0.8117	0.838402	0.812283	0.840541	0.809253	0.812777	0.818245	0.814353	0.813018	0.810763	0.808135	0.842868	0.809235	0.811444	0.821406	0.815768	0.818635	0.821892	0.820596	0.838792	0.808261	0.836212	0.835947	0.812816	0.816665	0.838019	0.815337	0.814335	0.838002	0.815073	0.814606	0.810051	0.844	0.811237	0.813212	0.815219	0.834021	0.809535	0.812093	0.811542	0.813582	0.836265	0.842587	0.812913	0.837154	0.815872	0.815265	0.808837	0.812996	0.83658	0.811744	0.836528	0.837647	0.814767	0.838513	0.816506	0.837682	0.83491	0.821476	0.810453	0.814977	0.82148	0.838055	0.826704	0.809564	0.83487	0.841631	0.829013	0.835318	0.836523	0.816546	0.836703	0.836634	0.836175	0.811288	0.823805	0.836317	0.814515	0.836539	0.837108	0.839478	0.838839	0.809593	0.837982	0.834797	0.808769	0.814384	1.0	0.814151	0.842383	0.809432	0.845439	0.83722	0.813175	0.813064	0.822664	0.815503	0.836657	0.846291	0.815497	0.816719	0.811306	0.814747	0.813702	0.841042	0.820871	0.8209	0.810524	0.840295	0.814459	0.822678	0.814174
GCA_900129675_1	0.816851	0.826955	0.815284	0.852582	0.836292	0.842947	0.810106	0.814036	0.809809	0.837645	0.81562	0.817422	0.814136	0.841495	0.841707	0.813297	0.828822	0.816375	0.837741	0.832662	0.824734	0.812907	0.811094	0.814731	0.817574	0.830731	0.814108	0.844979	0.845721	0.816493	1.0	0.840545	0.942354	0.8149	0.818614	0.83646	0.812566	0.852821	0.841056	0.840209	0.852882	0.813519	0.815778	0.817508	0.835161	0.8149	0.813141	0.813953	0.813486	0.813216	0.817355	0.815532	0.81274	0.84266	0.830792	0.832974	0.819845	0.825141	0.811451	0.816587	0.842303	0.811254	0.83766	0.812812	0.842251	0.814883	0.80947	0.827674	0.842312	0.81339	0.841721	0.815029	0.845151	0.813269	0.812471	0.824583	0.814607	0.814341	0.814654	0.807523	0.834043	0.813103	0.815203	0.830987	0.81734	0.820277	0.829493	0.830125	0.843079	0.810913	0.839954	0.838466	0.814117	0.817882	0.842374	0.817741	0.815322	0.838781	0.816296	0.816602	0.812087	0.834327	0.814213	0.814736	0.81589	0.836363	0.813237	0.812552	0.812397	0.815818	0.840868	0.844708	0.81254	0.842338	0.817445	0.814115	0.811504	0.816354	0.83922	0.81498	0.842541	0.840403	0.815698	0.839599	0.818304	0.839995	0.837125	0.828965	0.812314	0.817424	0.835226	0.840947	0.842352	0.810736	0.835537	0.842071	0.827913	0.837175	0.842996	0.817275	0.841122	0.84086	0.842405	0.815264	0.838615	0.840529	0.817978	0.84051	0.839778	0.84104	0.841026	0.813377	0.84219	0.836267	0.811048	0.81621	0.836047	0.815651	0.845935	0.810949	0.845771	0.837564	0.81467	0.813382	0.835775	0.815888	0.841317	0.847099	0.818606	0.818462	0.814464	0.815728	0.814766	0.842137	0.834287	0.83005	0.813734	0.843205	0.816643	0.831178	0.817672
GCA_900141755_1	0.80938	0.816099	0.80915	0.828472	0.830296	0.831552	0.806419	0.806939	0.80532	0.832488	0.80867	0.811398	0.80809	0.833392	0.832268	0.808385	0.817598	0.808627	0.821349	0.827597	0.813686	0.81068	0.806847	0.809488	0.810572	0.818617	0.808858	0.824058	0.843199	0.810099	0.83372	0.835266	0.83515	0.808946	0.810604	0.819648	0.807482	0.827598	0.833489	0.833518	0.827975	0.807601	0.809928	0.812333	0.8185	0.810643	0.809931	0.807085	0.808338	0.808387	0.810337	0.810561	0.807716	0.836908	0.816517	0.820214	0.811346	0.818623	0.806677	0.809905	0.836419	0.807778	0.831959	0.806439	0.833521	0.808365	0.80867	0.816264	0.822951	0.810624	0.836519	0.809867	0.835737	0.806937	0.807931	0.814175	0.808101	0.808718	0.807515	0.806779	1.0	0.806505	0.807136	0.818068	0.811586	0.811929	0.816241	0.816833	0.833339	0.805526	0.831165	0.831954	0.810887	0.810831	0.832597	0.810546	0.810218	0.833712	0.810098	0.808444	0.807311	0.840159	0.807457	0.807952	0.809366	0.829506	0.806936	0.808654	0.810417	0.811519	0.8322	0.836701	0.809151	0.833813	0.811271	0.809607	0.806997	0.80917	0.831955	0.808464	0.831795	0.835197	0.809557	0.834488	0.811704	0.833471	0.830097	0.816347	0.807522	0.810844	0.81997	0.833878	0.823187	0.80712	0.830831	0.836496	0.827133	0.831254	0.832516	0.81005	0.831359	0.832598	0.831737	0.808684	0.821596	0.832579	0.8103	0.831296	0.8324	0.835698	0.834417	0.808457	0.834721	0.830331	0.80425	0.811155	0.84299	0.808971	0.838828	0.806616	0.841487	0.834326	0.80925	0.809366	0.819127	0.809966	0.831929	0.84379	0.81152	0.811858	0.808393	0.807939	0.812652	0.83642	0.818389	0.817099	0.806442	0.836839	0.810902	0.818888	0.809795
GCA_900142345_1	0.819002	0.827327	0.819012	0.994456	0.838281	0.84676	0.812717	0.816332	0.811344	0.841769	0.817426	0.820629	0.818228	0.845502	0.846958	0.813886	0.834261	0.81897	0.846554	0.835834	0.829062	0.813948	0.812977	0.818703	0.821485	0.834622	0.816442	0.85391	0.84526	0.818757	0.853109	0.843904	0.852916	0.818015	0.821898	0.8435	0.813631	0.994336	0.846169	0.843709	1.0	0.816327	0.819563	0.819596	0.845105	0.81873	0.812295	0.815701	0.816842	0.817592	0.821109	0.818536	0.813504	0.84384	0.833513	0.844013	0.821798	0.825412	0.813593	0.820255	0.844129	0.811216	0.841273	0.813635	0.844512	0.818283	0.812151	0.827867	0.852177	0.813801	0.84331	0.817196	0.846005	0.814958	0.817409	0.825019	0.818069	0.818713	0.816941	0.807211	0.827879	0.815194	0.816861	0.833658	0.82065	0.823751	0.833462	0.833527	0.845278	0.811888	0.843288	0.840947	0.816268	0.82129	0.846254	0.819837	0.818805	0.842755	0.818753	0.819519	0.813434	0.828521	0.815824	0.815978	0.818568	0.839931	0.814568	0.817008	0.813671	0.81587	0.842912	0.845988	0.818064	0.845879	0.820647	0.81397	0.812466	0.819459	0.842237	0.817571	0.846569	0.843842	0.818662	0.84168	0.821218	0.84201	0.840522	0.833131	0.814882	0.819911	0.844037	0.844009	0.852481	0.811849	0.839266	0.843652	0.828345	0.839948	0.845787	0.820353	0.844529	0.843894	0.846725	0.81691	0.847362	0.84292	0.820972	0.843076	0.841819	0.841718	0.844568	0.814076	0.845288	0.840189	0.812268	0.817233	0.832287	0.818818	0.848557	0.812666	0.846246	0.841163	0.817857	0.817914	0.845275	0.818349	0.844469	0.846256	0.821138	0.82299	0.818117	0.819066	0.816447	0.845851	0.843066	0.833614	0.813529	0.845402	0.820296	0.833789	0.820678
GCA_900142985_1	0.803924	0.805462	0.803255	0.812269	0.819242	0.817863	0.801222	0.798724	0.79683	0.820244	0.79936	0.804445	0.799977	0.821021	0.819007	0.80141	0.807573	0.803448	0.806785	0.816108	0.805457	0.800992	0.798414	0.804022	0.804453	0.80923	0.797416	0.808622	0.82363	0.804397	0.810518	0.822972	0.809348	0.804725	0.805162	0.804529	0.799355	0.812021	0.821232	0.821255	0.81242	0.798437	0.802978	0.804362	0.806023	0.803489	0.80023	0.798151	0.802825	0.803049	0.804843	0.803751	0.799509	0.823959	0.809218	0.80817	0.805008	0.8091	0.799015	0.805843	0.82257	0.801585	0.820512	0.795487	0.820932	0.803524	1.0	0.805885	0.808024	0.800575	0.822765	0.8031	0.819948	0.79932	0.803562	0.804028	0.802439	0.803835	0.798813	0.79864	0.808692	0.798071	0.798375	0.809647	0.804171	0.806611	0.808391	0.80733	0.82086	0.799615	0.81921	0.821503	0.800783	0.804053	0.820846	0.803857	0.805304	0.822014	0.803847	0.804013	0.798913	0.810353	0.802605	0.8042	0.803661	0.818136	0.798191	0.802806	0.800459	0.800007	0.819382	0.822423	0.802242	0.820206	0.803895	0.800412	0.799764	0.80334	0.821366	0.79771	0.819945	0.822037	0.803233	0.822454	0.804876	0.822039	0.821351	0.807176	0.799736	0.804941	0.805515	0.820184	0.8089	0.801183	0.820085	0.821789	0.805983	0.820906	0.817793	0.80444	0.81796	0.818076	0.819486	0.800764	0.808192	0.81921	0.805401	0.819289	0.821346	0.820737	0.822212	0.799409	0.819998	0.819943	0.798961	0.800955	0.81077	0.803224	0.822563	0.799878	0.822674	0.822052	0.803375	0.802743	0.805497	0.8042	0.819601	0.822962	0.805628	0.805691	0.803511	0.802582	0.799041	0.822373	0.807217	0.808985	0.800318	0.82196	0.804829	0.809563	0.803906
